iteration,energy
158,0.51334830
159,0.50804182
160,0.57752973
161,0.58327163
162,0.67144293
163,0.51044392
164,0.51044392
165,0.51044392
166,0.51044392
167,0.50235099
168,0.60994636
169,0.45917781
170,0.28028500
171,0.42779055
172,0.44993603
173,0.44993603
174,0.49997988
175,0.43553807
176,0.13055833
177,0.13055833
178,0.19117533
179,0.30706025
180,0.29683889
181,0.30809832
182,0.30809832
183,0.17485620
184,0.19593173
185,0.24001247
186,0.63659704
187,0.58942794
188,0.58942794
189,1.00213691
190,0.91225617
191,0.91225617
192,1.22562888
193,1.38846983
194,1.38883447
195,1.55200902
196,1.26314412
197,1.29165609
198,1.25039297
199,0.75704445
200,0.73869630
201,1.24404045
202,1.21449994
203,1.24041478
204,1.24041478
205,1.24041478
206,1.69291805
207,1.69291805
208,2.48861248
209,2.45952427
210,2.45952427
211,2.31197004
212,2.21497002
213,2.20207755
214,2.20207755
215,2.19557102
216,1.94877624
217,1.98047726
218,1.93703696
219,1.93703696
220,1.96144693
221,1.91089345
222,2.21931262
223,2.21931262
224,2.23920455
225,2.27621550
226,1.81833544
227,1.76733192
228,1.67282236
229,1.47827085
230,1.23696352
231,1.06495043
232,0.99149878
233,0.99675924
234,0.99675924
235,0.99675924
236,1.00196395
237,0.49188443
238,0.49188443
239,0.55255816
240,0.55255816
241,0.59515533
242,0.60801535
243,0.65628965
244,0.66080574
245,0.66080574
246,0.60215165
247,0.71853102
248,0.71853102
249,0.59582314
250,0.81254130
251,0.74390798
252,0.74390798
253,0.74390798
254,0.63843982
255,0.77433140
256,0.68280660
257,0.52675946
258,0.60982573
259,0.60982573
260,0.60982573
261,0.60982573
262,0.36045564
263,0.36045564
264,0.39962706
265,0.29017909
266,0.48909096
267,0.48909096
268,0.63557273
269,0.63557273
270,1.23910097
271,1.23910097
272,1.07028555
273,1.07028555
274,0.73518485
275,0.69711695
276,0.71144668
277,0.78742488
278,0.78742488
279,0.78742488
280,0.91665522
281,0.91665522
282,0.98803541
283,0.98803541
284,1.20413086
285,1.20413086
286,1.14479571
287,0.87013182
288,0.53857614
289,0.45843490
290,0.46128630
291,0.46128630
292,0.46193228
293,0.49322735
294,0.48970655
295,0.55577444
296,0.59064090
297,0.59064090
298,0.59064090
299,0.59064090
300,0.28944607
301,0.28944607
302,0.28944607
303,0.27903437
304,0.30863752
305,0.30863752
306,0.32947637
307,0.32947637
308,0.30257032
309,0.49736824
310,0.59572223
311,0.58933251
312,0.64653964
313,0.51177782
314,0.32070178
315,0.03683238
316,0.03683238
317,0.03683238
318,0.03301741
319,0.05906526
320,0.02474469
321,0.02539719
322,0.09511840
323,0.34819573
324,0.32108287
325,0.32108287
326,0.22683869
327,0.23021256
328,0.23021256
329,0.05533582
330,0.15179234
331,0.13254518
332,0.13254518
333,0.06244923
334,0.06244923
335,0.06244923
336,0.09437036
337,0.06288073
338,0.06288073
339,0.03828685
340,0.03828685
341,0.04193653
342,0.06038560
343,0.02605241
344,0.06916902
345,0.03575795
346,0.09727473
347,0.08853954
348,0.08853954
349,0.15408919
350,0.08196443
351,0.08333682
352,0.08729235
353,0.08729235
354,0.08852493
355,0.08255524
356,0.08255524
357,0.20517082
358,0.20517082
359,0.33901507
360,0.33901507
361,0.33901507
362,0.31090795
363,0.26240142
364,0.26748266
365,0.26436641
366,0.26436641
367,0.23639978
368,0.00989669
369,0.15942188
370,0.01911401
371,0.01578150
372,0.05253099
373,0.01565282
374,0.00903519
375,0.15050462
376,0.15050462
377,0.06539808
378,0.16758500
379,0.23882030
380,0.21044129
381,0.21044129
382,0.22623643
383,0.21941953
384,0.21941953
385,0.21941953
386,0.21787422
387,0.28961642
388,0.28961642
389,0.28961642
390,0.34500865
391,0.49659511
392,0.21894807
393,0.08303268
394,0.08303268
395,0.08502814
396,0.03397302
397,0.03397302
398,0.13194906
399,0.08336857
400,0.08336857
401,0.00947919
402,0.01535046
403,0.00893681
404,0.01844153
405,0.01785878
406,0.01785878
407,0.07274975
408,0.07274975
409,0.08251443
410,0.08251443
411,0.14962809
412,0.14962809
413,0.04741288
414,0.04741288
415,0.04741288
416,0.11964090
417,0.13837773
418,0.16455684
419,0.16455684
420,0.11776293
421,0.12341208
422,0.02858616
423,0.02858937
424,0.01924678
425,0.01924678
426,0.00738698
427,0.07924982
428,0.05634740
429,0.12144693
430,0.13846891
431,0.13846891
432,0.16442877
433,0.11023230
434,0.11023230
435,0.11023230
436,0.11023230
437,0.11023049
438,0.11023049
439,0.11017666
440,0.11017666
441,0.21385772
442,0.21385772
443,0.13716018
444,0.10744192
445,0.13333895
446,0.08957782
447,0.08957782
448,0.08957782
449,0.08957782
450,0.04437347
451,0.02931606
452,0.01935971
453,0.01176000
454,0.01184744
455,0.01184744
456,0.01575579
457,0.01575579
458,0.01557256
459,0.04316373
460,0.07292172
461,0.01664609
462,0.01664609
463,0.01146204
464,0.03435548
465,0.07503531
466,0.11451826
467,0.00510666
468,0.01023099
469,0.01023099
470,0.01023099
471,0.03895764
472,0.03895764
473,0.03895764
474,0.18144930
475,0.10655429
476,0.10655429
477,0.10655429
478,0.16403148
479,0.16403148
480,0.11073926
481,0.13411099
482,0.13446950
483,0.13446950
484,0.13446950
485,0.13446950
486,0.09573933
487,0.09461289
488,0.09985855
489,0.15875406
490,0.15866333
491,0.15866333
492,0.15662761
493,0.19160640
494,0.19160640
495,0.16745082
496,0.16745082
497,0.16745082
498,0.16745082
499,0.17994575
500,0.17994575
501,0.20040570
502,0.20040570
503,0.23754122
504,0.23754122
505,0.25826493
506,0.20119998
507,0.20119998
508,0.20119998
509,0.20119998
510,0.13014080
511,0.08502170
512,0.08502170
513,0.08502170
514,0.08502170
515,0.08502170
516,0.08502170
517,0.08502170
518,0.14225278
519,0.14225278
520,0.14225278
521,0.14225278
522,0.16246042
523,0.16246042
524,0.16246042
525,0.22808051
526,0.22808051
527,0.32169199
528,0.32169199
529,0.32169199
530,0.32053722
531,0.32053722
532,0.44174250
533,0.44174250
534,0.44174250
535,0.44174250
536,0.43892837
537,0.43892837
538,0.43892837
539,0.43892837
540,0.43892837
541,0.32719213
542,0.32719213
543,0.33175768
544,0.33175768
545,0.19899812
546,0.19899812
547,0.19166207
548,0.19166207
549,0.28035523
550,0.28035523
551,0.28035523
552,0.28035523
553,0.28035523
554,0.28035523
555,0.28035523
556,0.33631779
557,0.33631779
558,0.33631779
559,0.33218026
560,0.26880399
561,0.27922287
562,0.30848553
563,0.26210261
564,0.26210261
565,0.26210261
566,0.26210261
567,0.26210261
568,0.23670500
569,0.23670500
570,0.23670500
571,0.05363485
572,0.05316780
573,0.05316780
574,0.05316780
575,0.05316780
576,0.05316780
577,0.00558153
578,0.00593541
579,0.00483294
580,0.01644016
581,0.01644016
582,0.00934073
583,0.00587046
584,0.04678994
585,0.05442778
586,0.05442778
587,0.05442778
588,0.05442778
589,0.05900247
590,0.01297528
591,0.01297528
592,0.01297528
593,0.08457185
594,0.02957631
595,0.06532128
596,0.06524605
597,0.07226087
598,0.07226087
599,0.07226087
600,0.07226087
601,0.07226087
602,0.07226087
603,0.06246334
604,0.02718916
605,0.02718916
606,0.02718916
607,0.02718916
608,0.01870491
609,0.01842625
610,0.01842625
611,0.01842625
612,0.01842625
613,0.01842625
614,0.01557051
615,0.02500839
616,0.02500839
617,0.02500839
618,0.01481152
619,0.01481152
620,0.01841621
621,0.03587675
622,0.03587675
623,0.03587675
624,0.06517263
625,0.06517263
626,0.05617568
627,0.05617568
628,0.05617568
629,0.05617568
630,0.05617568
631,0.05526272
632,0.05526272
633,0.05526272
634,0.05526272
635,0.03631397
636,0.07011612
637,0.07011612
638,0.07011612
639,0.07011612
640,0.07011612
641,0.02170698
642,0.02170698
643,0.02170698
644,0.00557613
645,0.00585294
646,0.06950476
647,0.04108741
648,0.08791900
649,0.10074215
650,0.11197037
651,0.24315419
652,0.24315419
653,0.24315419
654,0.24315419
655,0.24315419
656,0.24315419
657,0.24608365
658,0.24608365
659,0.24608365
660,0.23208080
661,0.23208080
662,0.09453076
663,0.09273804
664,0.09273804
665,0.09273804
666,0.09273804
667,0.09273804
668,0.09273804
669,0.09273804
670,0.10061720
671,0.10061720
672,0.10694841
673,0.09600282
674,0.09600282
675,0.08069650
676,0.07379960
677,0.09131390
678,0.08644169
679,0.08644169
680,0.08644169
681,0.08644169
682,0.08644169
683,0.08644169
684,0.08644169
685,0.04765515
686,0.04765515
687,0.04814134
688,0.04814134
689,0.04814134
690,0.03299081
691,0.01883358
692,0.01883358
693,0.04668704
694,0.04668704
695,0.00586928
696,0.00586928
697,0.00586928
698,0.00586928
699,0.00586928
700,0.00586928
701,0.00586928
702,0.00874417
703,0.00874417
704,0.00631515
705,0.00631515
706,0.00673643
707,0.00990504
708,0.00990504
709,0.00990504
710,0.00990504
711,0.01148584
712,0.01148584
713,0.00618923
714,0.00618923
715,0.00618923
716,0.00572902
717,0.02087848
718,0.00350532
719,0.00350532
720,0.00350532
721,0.20228892
722,0.20228892
723,0.17552978
724,0.00910369
725,0.00910369
726,0.00910369
727,0.00910369
728,0.00910369
729,0.00910369
730,0.01152348
731,0.01152348
732,0.01316901
733,0.01150948
734,0.01603221
735,0.00974597
736,0.00974597
737,0.00441865
738,0.00285299
739,0.00285299
740,0.00285299
741,0.00285299
742,0.00285299
743,0.00613512
744,0.00613512
745,0.04115435
746,0.04115435
747,0.04115435
748,0.03177883
749,0.03177883
750,0.03177883
751,0.03177883
752,0.04093366
753,0.04093366
754,0.04093366
755,0.04592467
756,0.04592467
757,0.03505560
758,0.01051213
759,0.03802107
760,0.09151288
761,0.09151288
762,0.07290727
763,0.09703027
764,0.09022002
765,0.01923552
766,0.01923552
767,0.01923552
768,0.01923552
769,0.01923552
770,0.01923552
771,0.01028845
772,0.06307495
773,0.06307495
774,0.06426088
775,0.06348827
776,0.08150913
777,0.08150913
778,0.08150913
779,0.10594255
780,0.11791752
781,0.09965835
782,0.09965835
783,0.07160579
784,0.06890668
785,0.06890668
786,0.07306170
787,0.07306170
788,0.13282118
789,0.13282118
790,0.13331432
791,0.12851496
792,0.01451415
793,0.01451415
794,0.01451415
795,0.01451415
796,0.01451415
797,0.02568670
798,0.02568670
799,0.02568670
800,0.02568670
801,0.02111251
802,0.02111251
803,0.02111251
804,0.02137952
805,0.02137952
806,0.04742847
807,0.01683162
808,0.01683162
809,0.00343858
810,0.00343858
811,0.00343858
812,0.00343858
813,0.00343858
814,0.00343858
815,0.00305129
816,0.00305129
817,0.00305129
818,0.00305129
819,0.00305129
820,0.00305129
821,0.00305129
822,0.00305129
823,0.00305129
824,0.00305129
825,0.00305129
826,0.00305129
827,0.00305129
828,0.01189786
829,0.01234120
830,0.01234120
831,0.00986125
832,0.00986125
833,0.00986125
834,0.00986125
835,0.01430691
836,0.01430691
837,0.01430691
838,0.00840970
839,0.01060587
840,0.01060587
841,0.01060587
842,0.01060587
843,0.00862233
844,0.00862233
845,0.00862233
846,0.01149182
847,0.01149182
848,0.01537703
849,0.01740085
850,0.02136937
851,0.02136937
852,0.02136937
853,0.02136937
854,0.02136937
855,0.02136937
856,0.02184220
857,0.02184220
858,0.00861786
859,0.00861786
860,0.00861786
861,0.00861786
862,0.00861786
863,0.00861786
864,0.00861786
865,0.00861786
866,0.00861786
867,0.00598772
868,0.00598772
869,0.03062947
870,0.01287198
871,0.00558471
872,0.00558471
873,0.00430605
874,0.00430605
875,0.00430605
876,0.00430605
877,0.00507849
878,0.01176960
879,0.01176960
880,0.01176960
881,0.01176960
882,0.01176960
883,0.01176960
884,0.01176960
885,0.01176960
886,0.02287949
887,0.01373930
888,0.01373930
889,0.01373930
890,0.01373930
891,0.01373930
892,0.01373930
893,0.01373930
894,0.01373930
895,0.01784014
896,0.01784014
897,0.01784014
898,0.01784014
899,0.02108235
900,0.00934982
901,0.00934982
902,0.00720417
903,0.00652841
904,0.00189750
905,0.00189750
906,0.00189750
907,0.00189750
908,0.00189750
909,0.00189750
910,0.00189750
911,0.00189750
912,0.00189750
913,0.00189750
914,0.00189750
915,0.00189750
916,0.00189750
917,0.00559632
918,0.00559632
919,0.01605720
920,0.01605720
921,0.01605720
922,0.01587374
923,0.00220777
924,0.00134682
925,0.00134682
926,0.00134682
927,0.00350035
928,0.00350035
929,0.00350035
930,0.00350035
931,0.00088020
932,0.00088020
933,0.00088020
934,0.00088020
935,0.00088020
936,0.00088020
937,0.00088020
938,0.00088020
939,0.00088020
940,0.00088020
941,0.00088020
942,0.00088020
943,0.00088020
944,0.00088020
945,0.00088020
946,0.00088020
947,0.00087630
948,0.00087630
949,0.00087630
950,0.00087630
951,0.00113096
952,0.00113096
953,0.00113096
954,0.00113096
955,0.00106004
956,0.00106004
957,0.00106004
958,0.00106004
959,0.00106004
960,0.00086160
961,0.00086160
962,0.00086160
963,0.01557538
964,0.01557538
965,0.01557538
966,0.01557538
967,0.01557538
968,0.01557538
969,0.01557538
970,0.01557538
971,0.01557538
972,0.01557538
973,0.01557538
974,0.01646569
975,0.01646569
976,0.01646569
977,0.02188724
978,0.02188724
979,0.02188724
980,0.02188724
981,0.02188724
982,0.01983660
983,0.01536872
984,0.01536872
985,0.01536872
986,0.01536872
987,0.01536872
988,0.01536872
989,0.01536872
990,0.01536872
991,0.01536872
992,0.01536872
993,0.02007564
994,0.01322755
995,0.01322755
996,0.01322755
997,0.01322755
998,0.01322755
999,0.01322755
1000,0.02074916
1001,0.02074916
1002,0.02074916
1003,0.02074916
1004,0.02074916
1005,0.00199400
1006,0.00199400
1007,0.00199400
1008,0.00294157
1009,0.00294157
1010,0.00339157
1011,0.00339157
1012,0.00339157
1013,0.00339157
1014,0.00339157
1015,0.00339157
1016,0.00339157
1017,0.00339157
1018,0.00339157
1019,0.00339157
1020,0.00339157
1021,0.00339157
1022,0.00339157
1023,0.00339157
1024,0.00402584
1025,0.00402584
1026,0.00402584
1027,0.00402584
1028,0.00402584
1029,0.00402584
1030,0.00402584
1031,0.00402584
1032,0.00402584
1033,0.00402584
1034,0.00402584
1035,0.00402584
1036,0.00402584
1037,0.00402584
1038,0.00402584
1039,0.00402584
1040,0.00480156
1041,0.00480156
1042,0.00480156
1043,0.00480156
1044,0.00905952
1045,0.00905952
1046,0.00905952
1047,0.00905952
1048,0.00321110
1049,0.00321110
1050,0.00321110
1051,0.00321110
1052,0.00321110
1053,0.00321110
1054,0.00321110
1055,0.00321110
1056,0.00381725
1057,0.00381725
1058,0.00381725
1059,0.00389720
1060,0.00642142
1061,0.00642142
1062,0.00642142
1063,0.00642142
1064,0.00427897
1065,0.00427897
1066,0.00288285
1067,0.00330603
1068,0.00330603
1069,0.00330603
1070,0.00330603
1071,0.00330603
1072,0.00174147
1073,0.00174147
1074,0.00174147
1075,0.00174147
1076,0.00181928
1077,0.00181928
1078,0.00181928
1079,0.00181928
1080,0.00181928
1081,0.00181928
1082,0.00181928
1083,0.00181928
1084,0.00181928
1085,0.00181928
1086,0.00181928
1087,0.00181928
1088,0.00181928
1089,0.00181928
1090,0.00181928
1091,0.00181928
1092,0.00181928
1093,0.00181928
1094,0.00152036
1095,0.00152036
1096,0.00152036
1097,0.00152036
1098,0.00152036
1099,0.00152036
1100,0.00152036
1101,0.00152036
1102,0.00152036
1103,0.00152036
1104,0.00152036
1105,0.00152036
1106,0.00152036
1107,0.00152036
1108,0.00152036
1109,0.00159953
1110,0.00159953
1111,0.00159953
1112,0.00159953
1113,0.00159953
1114,0.00159953
1115,0.00159953
1116,0.00159953
1117,0.00159953
1118,0.00159953
1119,0.00159953
1120,0.00159953
1121,0.00159953
1122,0.00159953
1123,0.00159953
1124,0.00159953
1125,0.00159953
1126,0.00176153
1127,0.00263553
1128,0.00263553
1129,0.00263553
1130,0.00263553
1131,0.00263553
1132,0.00263553
1133,0.00263553
1134,0.00263553
1135,0.00263553
1136,0.00263553
1137,0.00263553
1138,0.00429880
1139,0.00429880
1140,0.00429880
1141,0.00429880
1142,0.00429880
1143,0.00429880
1144,0.00429880
1145,0.00429880
1146,0.00429880
1147,0.00429880
1148,0.00429880
1149,0.00429880
1150,0.00430951
1151,0.00430951
1152,0.00430951
1153,0.00430951
1154,0.00430951
1155,0.00430951
1156,0.00430951
1157,0.00430951
1158,0.00430951
1159,0.00430951
1160,0.00430951
1161,0.00430951
1162,0.00430951
1163,0.00430951
1164,0.00430951
1165,0.00387505
1166,0.00387505
1167,0.00274885
1168,0.00274885
1169,0.00274885
1170,0.00274885
1171,0.00660288
1172,0.00660288
1173,0.00660288
1174,0.01079799
1175,0.01079799
1176,0.00624377
1177,0.00624377
1178,0.00624377
1179,0.00624377
1180,0.00624377
1181,0.00624377
1182,0.00624377
1183,0.00624377
1184,0.00624377
1185,0.00624377
1186,0.00624377
1187,0.00624377
1188,0.00679077
1189,0.00679077
1190,0.00679077
1191,0.00679077
1192,0.00679077
1193,0.00679077
1194,0.00201533
1195,0.00201533
1196,0.00201533
1197,0.00201533
1198,0.00201533
1199,0.00201533
1200,0.00062063
1201,0.00062063
1202,0.00062063
1203,0.00062063
1204,0.00062063
1205,0.00062063
1206,0.00062063
1207,0.00062063
1208,0.00062063
1209,0.00062063
1210,0.00062063
1211,0.00062063
1212,0.00062063
1213,0.00062063
1214,0.00062063
1215,0.00062063
1216,0.00062063
1217,0.00062063
1218,0.00062063
1219,0.00062063
1220,0.00062063
1221,0.00062063
1222,0.00062063
1223,0.00062063
1224,0.00062063
1225,0.00097054
1226,0.00097054
1227,0.00097054
1228,0.00097054
1229,0.00097054
1230,0.00097054
1231,0.00029754
1232,0.00029754
1233,0.00029754
1234,0.00029754
1235,0.00029754
1236,0.00029754
1237,0.00029754
1238,0.00029754
1239,0.00022898
1240,0.00022898
1241,0.00022898
1242,0.00050535
1243,0.00683674
1244,0.00683674
1245,0.00062060
1246,0.00062060
1247,0.00062060
1248,0.00062060
1249,0.00062060
1250,0.00062060
1251,0.00062060
1252,0.00062060
1253,0.00062060
1254,0.00062060
1255,0.00062060
1256,0.00062060
1257,0.00062060
1258,0.00062060
1259,0.00062060
1260,0.00062060
1261,0.00062060
1262,0.00062060
1263,0.00062060
1264,0.00062060
1265,0.00062060
1266,0.00062060
1267,0.00062060
1268,0.00062060
1269,0.00169528
1270,0.00169528
1271,0.00169528
1272,0.00169528
1273,0.00169528
1274,0.00169528
1275,0.00169528
1276,0.00169528
1277,0.00169528
1278,0.00169528
1279,0.00169528
1280,0.00068483
1281,0.00068483
1282,0.00068483
1283,0.00068483
1284,0.00068483
1285,0.00068483
1286,0.00068483
1287,0.00068483
1288,0.00068483
1289,0.00068483
1290,0.00068483
1291,0.00068483
1292,0.00068483
1293,0.00068483
1294,0.00068483
1295,0.00068483
1296,0.00068483
1297,0.00068483
1298,0.00068483
1299,0.00068483
1300,0.00068483
1301,0.00043040
1302,0.00043040
1303,0.00043040
1304,0.00043040
1305,0.00043040
1306,0.00043040
1307,0.00043040
1308,0.00043040
1309,0.00047839
1310,0.00047839
1311,0.00047839
1312,0.00047839
1313,0.00047839
1314,0.00047839
1315,0.00047839
1316,0.00047839
1317,0.00047839
1318,0.00047839
1319,0.00047839
1320,0.00047839
1321,0.00047839
1322,0.00047839
1323,0.00047839
1324,0.00047839
1325,0.00047839
1326,0.00047839
1327,0.00047839
1328,0.00047839
1329,0.00047839
1330,0.00047839
1331,0.00047839
1332,0.00047839
1333,0.00047839
1334,0.00047839
1335,0.00047839
1336,0.00047839
1337,0.00047839
1338,0.00047839
1339,0.00047839
1340,0.00047839
1341,0.00047839
1342,0.00047839
1343,0.00047839
1344,0.00047839
1345,0.00047839
1346,0.00047839
1347,0.00047839
1348,0.00047839
1349,0.00047839
1350,0.00047839
1351,0.00047839
1352,0.00047839
1353,0.00047839
1354,0.00047839
1355,0.00047839
1356,0.00047839
1357,0.00047839
1358,0.00047839
1359,0.00047839
1360,0.00047839
1361,0.00047839
1362,0.00047839
1363,0.00047839
1364,0.00047839
1365,0.00047839
1366,0.00047839
1367,0.00047839
1368,0.00047839
1369,0.00069018
1370,0.00069018
1371,0.00069018
1372,0.00069018
1373,0.00069018
1374,0.00069018
1375,0.00069018
1376,0.00069018
1377,0.00069018
1378,0.00069018
1379,0.00069018
1380,0.00069018
1381,0.00069018
1382,0.00069018
1383,0.00062268
1384,0.00062268
1385,0.00062268
1386,0.00062268
1387,0.00062268
1388,0.00062268
1389,0.00062268
1390,0.00671576
1391,0.00671576
1392,0.00671576
1393,0.00671576
1394,0.00671576
1395,0.00671576
1396,0.00671576
1397,0.00671576
1398,0.00671576
1399,0.00072333
1400,0.00072333
1401,0.00072333
1402,0.00072333
1403,0.00072333
1404,0.00072333
1405,0.00072333
1406,0.00072333
1407,0.00072333
1408,0.00072333
1409,0.00072333
1410,0.00072333
1411,0.00072333
1412,0.00072333
1413,0.00072333
1414,0.00072333
1415,0.00072333
1416,0.00072333
1417,0.00072333
1418,0.00072333
1419,0.00072333
1420,0.00072333
1421,0.00072333
1422,0.00072333
1423,0.00072333
1424,0.00072333
1425,0.00072333
1426,0.00072333
1427,0.00072333
1428,0.00072333
1429,0.00072333
1430,0.00072333
1431,0.00072333
1432,0.00072333
1433,0.00072333
1434,0.00072333
1435,0.00072333
1436,0.00072333
1437,0.00072333
1438,0.00072333
1439,0.00072333
1440,0.00091781
1441,0.00091781
1442,0.00091781
1443,0.00091781
1444,0.00091781
1445,0.00091781
1446,0.00091781
1447,0.00091781
1448,0.00091781
1449,0.00091781
1450,0.00091781
1451,0.00091781
1452,0.00091781
1453,0.00091781
1454,0.00091781
1455,0.00091781
1456,0.00091781
1457,0.00091781
1458,0.00091781
1459,0.00091781
1460,0.00091781
1461,0.00091781
1462,0.00091781
1463,0.00091781
1464,0.00091781
1465,0.00091781
1466,0.00091781
1467,0.00091781
1468,0.00091781
1469,0.00091781
1470,0.00091781
1471,0.00091781
1472,0.00091781
1473,0.00091781
1474,0.00091781
1475,0.00091781
1476,0.00091781
1477,0.00091781
1478,0.00091781
1479,0.00091781
1480,0.00091781
1481,0.00091781
1482,0.00091781
1483,0.00091781
1484,0.00091781
1485,0.00091781
1486,0.00091781
1487,0.00091781
1488,0.00091781
1489,0.00091781
1490,0.00091781
1491,0.00091781
1492,0.00121531
1493,0.00121531
1494,0.00121531
1495,0.00121531
1496,0.00121531
1497,0.00121531
1498,0.00121531
1499,0.00081918
1500,0.00081918
1501,0.00081918
1502,0.00081918
1503,0.00081918
1504,0.00081918
1505,0.00081918
1506,0.00081918
1507,0.00081918
1508,0.00081918
1509,0.00081918
1510,0.00081918
1511,0.00081918
1512,0.00081918
1513,0.00081918
1514,0.00081918
1515,0.00081918
1516,0.00081918
1517,0.00081918
1518,0.00081918
1519,0.00081918
1520,0.00081918
1521,0.00081918
1522,0.00124085
1523,0.00124085
1524,0.00124085
1525,0.00124085
1526,0.00124085
1527,0.00124085
1528,0.00124085
1529,0.00124085
1530,0.00124085
1531,0.00124085
1532,0.00124085
1533,0.00285289
1534,0.00300941
1535,0.00300941
1536,0.00300941
1537,0.00300941
1538,0.00300941
1539,0.00300941
1540,0.00300941
1541,0.00300941
1542,0.00300941
1543,0.00300941
1544,0.00300941
1545,0.00292081
1546,0.00292081
1547,0.00292081
1548,0.00292081
1549,0.00292081
1550,0.00292081
1551,0.00292081
1552,0.00292081
1553,0.00292081
1554,0.00292081
1555,0.00292081
1556,0.00292081
1557,0.00292081
1558,0.00292081
1559,0.00292081
1560,0.00292081
1561,0.00292081
1562,0.00292081
1563,0.00292081
1564,0.00292081
1565,0.00292081
1566,0.00292081
1567,0.00292081
1568,0.00292081
1569,0.00292081
1570,0.00292081
1571,0.00292081
1572,0.00292081
1573,0.00292081
1574,0.00292081
1575,0.00163491
1576,0.00163491
1577,0.00163491
1578,0.00163491
1579,0.00163491
1580,0.00163491
1581,0.00163491
1582,0.00163491
1583,0.00163491
1584,0.00163491
1585,0.00163491
1586,0.00163491
1587,0.00163491
1588,0.00163491
1589,0.00163491
1590,0.00163491
1591,0.00163491
1592,0.00163491
1593,0.00163491
1594,0.00163491
1595,0.00163491
1596,0.00163491
1597,0.00163491
1598,0.00163491
1599,0.00163491
1600,0.00163491
1601,0.00163491
1602,0.00163491
1603,0.00163491
1604,0.00163491
1605,0.00163491
1606,0.00163491
1607,0.00152751
1608,0.00209716
1609,0.00209716
1610,0.00209716
1611,0.00209716
1612,0.00209716
1613,0.00209716
1614,0.00209716
1615,0.00209716
1616,0.00216684
1617,0.00216684
1618,0.00179306
1619,0.00179306
1620,0.00179306
1621,0.00179306
1622,0.00177049
1623,0.00177049
1624,0.00177049
1625,0.00177049
1626,0.00177049
1627,0.00177049
1628,0.00177049
1629,0.00177049
1630,0.00177049
1631,0.00177049
1632,0.00177049
1633,0.00177049
1634,0.00177049
1635,0.00177049
1636,0.00177049
1637,0.00177049
1638,0.00177049
1639,0.00138894
1640,0.00149656
1641,0.00149656
1642,0.00149656
1643,0.00149656
1644,0.00149656
1645,0.00149656
1646,0.00149656
1647,0.00149656
1648,0.00149656
1649,0.00149656
1650,0.00149656
1651,0.00149656
1652,0.00149656
1653,0.00149656
1654,0.00149656
1655,0.00149656
1656,0.00149656
1657,0.00149656
1658,0.00149656
1659,0.00149656
1660,0.00149656
1661,0.00149656
1662,0.00302735
1663,0.00283197
1664,0.00283197
