iteration,energy
1665,0.00283197
1666,0.00283197
1667,0.00283197
1668,0.00283197
1669,0.00108780
1670,0.00108780
1671,0.00108780
1672,0.00108780
1673,0.00108780
1674,0.00108780
1675,0.00108780
1676,0.00108780
1677,0.00108780
1678,0.00090747
1679,0.00090747
1680,0.00090747
1681,0.00090747
1682,0.00090747
1683,0.00090747
1684,0.00090747
1685,0.00090747
1686,0.00090747
1687,0.00090747
1688,0.00090747
1689,0.00090747
1690,0.00090747
1691,0.00090747
1692,0.00090747
1693,0.00090747
1694,0.00090747
1695,0.00090747
1696,0.00090747
1697,0.00090747
1698,0.00090747
1699,0.00090747
1700,0.00090747
1701,0.00090747
1702,0.00090747
1703,0.00090747
1704,0.00055505
1705,0.00055505
1706,0.00055505
1707,0.00055505
1708,0.00055505
1709,0.00055505
1710,0.00055505
1711,0.00055505
1712,0.00055505
1713,0.00055505
1714,0.00055505
1715,0.00055505
1716,0.00145380
1717,0.00031049
1718,0.00031049
1719,0.00031049
1720,0.00031049
1721,0.00031049
1722,0.00031049
1723,0.00031049
1724,0.00031049
1725,0.00031049
1726,0.00031049
1727,0.00031049
1728,0.00031049
1729,0.00031049
1730,0.00031049
1731,0.00031049
1732,0.00031049
1733,0.00031049
1734,0.00031049
1735,0.00031049
1736,0.00031049
1737,0.00031049
1738,0.00031049
1739,0.00031049
1740,0.00031049
1741,0.00031049
1742,0.00031049
1743,0.00031049
1744,0.00031049
1745,0.00031049
1746,0.00031049
1747,0.00031049
1748,0.00031049
1749,0.00031049
1750,0.00031049
1751,0.00071213
1752,0.00071213
1753,0.00030692
1754,0.00030692
1755,0.00030692
1756,0.00030692
1757,0.00030692
1758,0.00030692
1759,0.00030692
1760,0.00030692
1761,0.00030692
1762,0.00030290
1763,0.00058558
1764,0.00058558
1765,0.00058558
1766,0.00058558
1767,0.00058558
1768,0.00058558
1769,0.00058558
1770,0.00058558
1771,0.00058558
1772,0.00254312
1773,0.00254312
1774,0.00254312
1775,0.00254312
1776,0.00254312
1777,0.00254312
1778,0.00254312
1779,0.00254312
1780,0.00254312
1781,0.00254312
1782,0.00254312
1783,0.00263414
1784,0.00263414
1785,0.00263414
1786,0.00263414
1787,0.00263414
1788,0.00263414
1789,0.00263414
1790,0.00263414
1791,0.00263414
1792,0.00263414
1793,0.00263414
1794,0.00263414
1795,0.00263414
1796,0.00263414
1797,0.00263414
1798,0.00263414
1799,0.00237142
1800,0.00237142
1801,0.00094770
1802,0.00094770
1803,0.00094770
1804,0.00094770
1805,0.00094770
1806,0.00122818
1807,0.00122818
1808,0.00128636
1809,0.00128636
1810,0.00128636
1811,0.00128636
1812,0.00128636
1813,0.00128636
1814,0.00128636
1815,0.00128636
1816,0.00128636
1817,0.00128636
1818,0.00128636
1819,0.00128636
1820,0.00128636
1821,0.00128636
1822,0.00094268
1823,0.00094268
1824,0.00094268
1825,0.00094268
1826,0.00094268
1827,0.00094268
1828,0.00094268
1829,0.00094268
1830,0.00094268
1831,0.00094268
1832,0.00094268
1833,0.00094268
1834,0.00094268
1835,0.00094268
1836,0.00094268
1837,0.00094268
1838,0.00094268
1839,0.00094268
1840,0.00094268
1841,0.00094268
1842,0.00094268
1843,0.00094268
1844,0.00094268
1845,0.00094268
1846,0.00094268
1847,0.00094268
1848,0.00094268
1849,0.00064892
1850,0.00064892
1851,0.00064892
1852,0.00098465
1853,0.00098465
1854,0.00098465
1855,0.00098465
1856,0.00098465
1857,0.00098465
1858,0.00098465
1859,0.00098465
1860,0.00098465
1861,0.00098465
1862,0.00098465
1863,0.00098465
1864,0.00098465
1865,0.00098465
1866,0.00098465
1867,0.00098465
1868,0.00098465
1869,0.00098465
1870,0.00098465
1871,0.00098465
1872,0.00098465
1873,0.00098465
1874,0.00098465
1875,0.00098465
1876,0.00098465
1877,0.00098465
1878,0.00098465
1879,0.00098465
1880,0.00098465
1881,0.00098465
1882,0.00098465
1883,0.00098465
1884,0.00098465
1885,0.00098465
1886,0.00098465
1887,0.00098465
1888,0.00098465
1889,0.00098465
1890,0.00098465
1891,0.00098465
1892,0.00062181
1893,0.00062181
1894,0.00062181
1895,0.00062181
1896,0.00062181
1897,0.00062181
1898,0.00062181
1899,0.00062181
1900,0.00062103
1901,0.00062103
1902,0.00062103
1903,0.00062103
1904,0.00062103
1905,0.00062103
1906,0.00062103
1907,0.00062103
1908,0.00062103
1909,0.00062103
1910,0.00062103
1911,0.00062103
1912,0.00062103
1913,0.00062103
1914,0.00062103
1915,0.00062103
1916,0.00062103
1917,0.00062103
1918,0.00062103
1919,0.00062103
1920,0.00062103
1921,0.00062103
1922,0.00062103
1923,0.00062103
1924,0.00062103
1925,0.00062103
1926,0.00062103
1927,0.00062103
1928,0.00062103
1929,0.00062103
1930,0.00062103
1931,0.00062103
1932,0.00062103
1933,0.00037640
1934,0.00037640
1935,0.00037640
1936,0.00037640
1937,0.00037640
1938,0.00037640
1939,0.00037640
1940,0.00037640
1941,0.00037640
1942,0.00037640
1943,0.00037640
1944,0.00037640
1945,0.00037640
1946,0.00037640
1947,0.00037640
1948,0.00037640
1949,0.00037640
1950,0.00037640
1951,0.00037640
1952,0.00037640
1953,0.00037640
1954,0.00037640
1955,0.00037640
1956,0.00037640
1957,0.00037640
1958,0.00037640
1959,0.00037640
1960,0.00037640
1961,0.00037640
1962,0.00037640
1963,0.00037640
1964,0.00037640
1965,0.00037640
1966,0.00037640
1967,0.00037640
1968,0.00037640
1969,0.00037640
1970,0.00037640
1971,0.00037640
1972,0.00037640
1973,0.00037640
1974,0.00037640
1975,0.00037640
1976,0.00037640
1977,0.00037640
1978,0.00037640
1979,0.00037640
1980,0.00037640
1981,0.00037640
1982,0.00037640
1983,0.00037640
1984,0.00037640
1985,0.00037640
1986,0.00037640
1987,0.00037640
1988,0.00037640
1989,0.00037640
1990,0.00037640
1991,0.00037640
1992,0.00037640
1993,0.00037640
1994,0.00037640
1995,0.00037640
1996,0.00037640
1997,0.00010774
1998,0.00010774
1999,0.00010774
2000,0.00010774
